item,itemLabel,startDate,endDate,sourceDate,psid
Q336285,Tommy Remengesau,1993-01-01,2001-01-01,,Q336285-AB7DFD42-31C1-4509-B153-182E6B9D7E3C
Q58080,Sandra Pierantozzi,2001-01-19,2005-01-01,,Q58080-2A005AB4-1E7F-41E3-8F7D-95324DDA0338
Q982581,Elias Camsek Chin,2005-01-01,2009-01-15,,Q982581-5D820BAA-7627-4EC7-A1A8-51CCEA324EA0
Q3195401,Kerai Mariur,2009-01-15,2013-01-17,,Q3195401-8837BD26-2BE6-4308-8DC5-95577CA04A21
Q19560062,Antonio Bells,2013-01-17,2017-01-19,,Q19560062-247DE719-4E52-4EFF-9662-67B9B8B1FB67
Q30246749,Raynold Oilouch,2017-01-19,2021-01-21,,Q30246749-0EECF234-7AD8-4B43-9B82-6DB93BCE48A6
Q42705716,Jerrlyn Uduch Sengebau Senior,2021-01-21,,,Q42705716-41EC0A7C-CA9B-4E60-894F-DA0D70B73727
