item,itemLabel,startDate,endDate,sourceDate,psid
Q114457504,Seit Andres,1999-09,2000-12,2022-10-07,Q114457504-DAA12F0F-1613-409E-85AC-39284F056947
Q114457504,Seit Andres,2001-01,2004-12,2022-10-07,Q114457504-1C80AF6A-B39A-469D-862A-4CC0B684812E
Q7645397,Surangel S. Whipps,2005-01,2005-04,2022-10-07,Q7645397-AF4C6A87-8736-4D11-98FA-22B7A843ECC5
Q6267566,Johnny Reklai,2005-04,2007-03,2022-10-07,Q6267566-A6B54E45-CB58-4A34-9E7C-DC25DE37681F
Q6289980,Joshua Koshiba,2007-03-27,2007-04-25,2022-10-07,Q6289980-EC9C34F6-6F38-417A-AA26-D10FAD0899CB
Q7645397,Surangel S. Whipps,2007-04-25,2009-01-15,2022-10-07,Q7645397-D8B6E988-7F51-4A56-B543-DC57C27E00C3
Q240644,Mlib Tmetuchl,2009-01-15,2013-01-16,2022-10-07,Q240644-47181FB3-7DB7-4183-860E-EAEAD575E765
Q982581,Elias Camsek Chin,2013-01-16,2017-01-19,2022-10-07,Q982581-F4241136-2D22-4FEA-9054-56831D022A87
Q5878180,Hokkons Baules,2017-01-19,2020-01,2022-10-07,Q5878180-A6D67A12-C0C3-4DA8-A500-39E0E9A0FD10
Q5878180,Hokkons Baules,2020-01,,2022-10-07,Q5878180-DD86C8E9-9770-4ABD-8ADE-A3B98C290497
