item,itemLabel,startDate,endDate,sourceDate,psid
Q718150,Kuniwo Nakamura,1993-01-01,2001-01-01,,Q718150-A0148C2D-CE9E-4F92-85DE-5F206E213057
Q336285,Tommy Remengesau,2001-01-01,2009-01-15,,Q336285-8DF6FE9E-6FD5-4988-B2B6-A2E0254C4456
Q57471,Johnson Toribiong,2009-01-15,2013-01-17,,Q57471-6875fdde-4d5a-9a1d-0454-74a92decdbb0
Q336285,Tommy Remengesau,2013-01-17,2021-01-21,,Q336285-C31503B4-432C-438A-A7C0-18E9544BA39B
Q26703072,Surangel Whipps Jr.,2021-01-21,,,Q26703072-1d67f4e2-49b0-0338-511a-53b13bebf729
